,timestamp,source,title,description
162,2022-02-19T00:01:38Z,Creative Bloq,The best NFT games in 2022,The top play-to-earn and NFT games that are set to take over this year.
163,2022-02-19T00:01:38Z,Creative Bloq,The best NFT games in 2022,The top play-to-earn and NFT games that are set to take over this year.
164,2022-02-18T22:02:00Z,Reuters,Hundreds of Salesforce employees object to NFT plans - Reuters,"Hundreds of Salesforce employees globally are rebelling against plans by the U.S. enterprise software giant to enter the non-fungible token (NFT) market, according to internal documents seen by the Thomson Reuters Foundation."
165,2022-02-18T21:32:38Z,HYPEBEAST,"Kim Shui Enhances FW22 Runway with ""Serenity Keys"" NFT Collection","Exploring the dualities within the Kim Shui identity, the Fall/Winter 2022 collection brings new looks that range from serious tweed to sultry, dragon-crocheted lace. Taking place at Spring Studios, models walked in her statement dresses and bright eye makeup…"
166,2022-02-18T21:00:35Z,Techmeme.com,"A look at the decline of MySpace, which flailed around for over a year as it was overtaken by Facebook, and parallels with Meta as TikTok surges (Ryan Broderick/Garbage Day)","Ryan Broderick / Garbage Day:
A look at the decline of MySpace, which flailed around for over a year as it was overtaken by Facebook, and parallels with Meta as TikTok surges  —  Read to the end for the anti-NFT anthem  —  I want to open today's email with an…"
167,2022-02-18T19:25:38Z,Highsnobiety,What’s Going on With BAPE’s NFT Designs?,"After announcing the (B)APETAVERSE launch in January, BAPE proved that it wasn’t monkeying around by debuting its first NFT — fans are going bananas. The dedicated (B)APETAVERSE Instagram page uploaded a sneak peek from its upcoming 10,000-stacked NFT series …"
168,2022-02-18T19:17:00Z,VentureBeat,"If 50 Cent broke out now, he’d launch a DAO",It’s inevitable that another 50 Cent will emerge online and establish a DAO that disrupts the entire entertainment industry.
169,2022-02-18T19:00:30Z,Techmeme.com,"Internal documents: 400+ Salesforce employees signed an open letter objecting to its NFT plans, including helping other companies create and sell NFTs (Avi Asher-Schapiro/Thomson Reuters ...)","Avi Asher-Schapiro / Thomson Reuters Foundation News:
Internal documents: 400+ Salesforce employees signed an open letter objecting to its NFT plans, including helping other companies create and sell NFTs  —  After Salesforce announced a foray into the NFT ma…"
170,2022-02-18T18:01:19Z,The Guardian,Fashion’s new generation puts upcycled and digital clothes on the catwalk,London fashion week reveals new look for post-Covid world as industry embraces the metaverseFashion week is emerging from the Covid pandemic with a new look as a generation for whom upcycling is the new normal have graduated to centre stage: dressing up is ba…
171,2022-02-18T17:30:00Z,Entrepreneur,How to Realize Your Brand's Digital Potential With NFT Marketing,"Although NFTs are a unique asset, using digital marketing to promote your NFT follows the same guidelines as all other digital-marketing processes."
172,2022-02-18T17:02:36Z,The Guardian,Kimmel on NFTs: ‘I thought a blockchain was what Melania had on her door’,"Late-night hosts discuss Melania Trump’s NFT collection, the Canadian trucker protest and Fox News’s faux scandal over Biden’s harm reduction programJimmy Kimmel responded to news on Thursday evening that Melania Trump was selling NFTs, AKA non-fungible token…"
173,2022-02-18T17:00:31Z,Small Business Trends,The Most Popular and Best Selling NFT Collections This Week,This week the list is going to look at the overall best-selling NFTs as well as what is trending on OpenSea.
174,2022-02-18T16:07:11Z,Boing Boing,"Hoping dicks do not rain from the sky, a law firm opens up shop in the ""Metaverse""","Apparently having completely forgotten, or ignored, what happened the last time real-world corporations set up shop in a VR world, a DC law firm is betting humanity has become a lot more mature. 



Viva Second Life! 



Law.com:



In an interview with The A…"
175,2022-02-18T15:41:41Z,Vice News,People Whose NFTs Were Stolen Are Getting Wildly Different Refunds from OpenSea,"After a glitch in OpenSea caused several people to lose their NFTs for a fraction of their price, the company is offering refunds that are leaving some unhappy."
176,2022-02-18T13:00:00Z,The Verge,Why Coinbase admitted Apple calls the shots,"If developers want to get into Apple’s and Google’s app stores, they’ll have to play by Big Tech’s rules. And those stores are crucial for mainstream adoption."
177,2022-02-18T13:00:00Z,Business Insider,A viral YouTube takedown of NFTs has already clocked over 5 million views: Here are the biggest revelations,"NFTs and cryptocurrency are a ""bigger fool scam,"" according to a rigorous new takedown video from Canadian YouTuber Dan Olson."
178,2022-02-18T10:00:12Z,New York Times,How Jack Corbett Makes Economics Theories Wacky Enough for TikTok,Jack Corbett creates videos for NPR’s “Planet Money.”
179,2022-02-18T09:30:03Z,Techmeme.com,Universal Music Group partners with NFT marketplace Curio to develop and sell NFT collectibles for its record labels and artists starting in March (Dawn Chmielewski/Reuters),"Dawn Chmielewski / Reuters:
Universal Music Group partners with NFT marketplace Curio to develop and sell NFT collectibles for its record labels and artists starting in March  —  Universal Music Group has struck a partnership with NFT platform Curio to develo…"
180,2022-02-18T07:53:46Z,Business Insider,Melania Trump is launching another NFT collection highlighting 'iconic moments' from her husband's presidency,An earlier NFT collection from Trump failed to meet its minimum bid requirements after January's cryptocurrency crash.
181,2022-02-18T03:52:21Z,HYPEBEAST,Tinker Hatfield Designs a Nike Air Max 1 for Ducks Of A Feather NFT Launch,"Furthering the connection between the worlds of footwear and NFTs, Tinker Hatfield has designed a Nike Air Max 1 for the launch of the Ducks Of A Feather NFT.Tasked by Division Street founded by Phil Knight and other University of Oregon alumni, the shoe will…"
182,2022-02-17T20:32:45Z,Quartz India,The founders of the Bored Ape Yacht Club weren’t doxxed,BuzzFeed revealing the identities of these NFT tycoons wasn't doxxing—it was journalism
183,2022-02-17T19:44:46Z,Entrepreneur,There's a Massive Corporate NFT Art Opportunity for Artists (Infographic),A new study shows that corporations don't want to be left behind in the digital art revolution.
184,2022-02-17T18:49:21Z,Entrepreneur,"Melania Trump's Team Denies She Purchased Her Own NFT Collection, Claims It Was a 'Third-Party Buyer'",The former First Lady sold her first collection of digital artwork in January.
185,2022-02-17T16:47:14Z,Boing Boing,Sure looks like Melania Trump bought her own NFT,"Beyond the new technical and ecological problems with NFTs, there are old-fashioned wheezes at hand: many of the prominent purchases with enormous price tags may be wash sales, round-trips or hype for pump-and-dump scams. Hell, you can simply buy your own ass…"
186,2022-02-17T16:29:25Z,Forbes,Melania Trump Is Launching ‘POTUS NFT Collection’ Amid Questions Surrounding Her Own Digital Art Collection,The former first lady announced a new NFT project one day after a report questioning her first NFT auction.
187,2022-02-17T14:07:00Z,Reuters,EXCLUSIVE Universal Music to develop collectible NFTs in deal with Curio platform - Reuters,"Universal Music Group has struck a partnership with NFT platform Curio to develop non-fungible token (NFT) collections for its record labels and artists, the companies said on Thursday."
188,2022-02-17T14:00:18Z,Destructoid,PlatinumGames label NFT trend ‘frustrating’ with ‘no positive impact’,"No BayoNFTta anytime soon PlatinumGames head honchos Atsushi Inaba and Hideki Kamiya have slammed the NFT trend, criticizing the controversial...
The post PlatinumGames label NFT trend ‘frustrating’ with ‘no positive impact’ appeared first on Destructoid."
189,2022-02-17T13:43:26Z,The Next Web,Twitter’s accepting tips in Ethereum — and Dorsey must be fuming,"Last night, Twitter announced it’ll allow users to tip accounts via Ethereum. This is the social network’s second crypto announcement in two months, after it enabled NFT-based profile pictures in January. These developments have come after Jack Dorsey stepped…"
190,2022-02-17T12:28:18Z,Creative Bloq,NFTs just got even more confusing,When is an NFT not an NFT?
191,2022-02-17T12:12:39Z,Creative Bloq,The best NFT frames in 2022,The best NFT frames and digital displays to showcase your art collection.
192,2022-02-17T03:25:02Z,Techmeme.com,"5ire, a sustainability-focused Layer 1 blockchain with an exchange, wallet, NFT marketplace, and VC fund, raises $100M, after a $21M seed at a $110M valuation (The Economic Times)","The Economic Times:
5ire, a sustainability-focused Layer 1 blockchain with an exchange, wallet, NFT marketplace, and VC fund, raises $100M, after a $21M seed at a $110M valuation  —  New Delhi: 5ire, a fifth-generation blockchain network, announced on Tuesday…"
193,2022-02-16T22:26:08Z,Business Insider,"OpenSea review: Create, collect, and sell NFTs with low fees","OpenSea is an NFT marketplace that connects creators and NFT sellers to buyers, charging 2.5% on all transactions."
194,2022-02-16T21:05:00Z,MarketWatch,Crypto: You can tip with ether on Twitter now,Twitter adds Ethereum support to its virtual 'tipping' feature months after including bitcoin
195,2022-02-16T20:50:01Z,Torrentfreak.com,Disaster as “NFT Music Stream” Enrages Artists By Pulling Music From YouTube,"NFT Music Stream bills itself as a decentralized music distribution system designed to empower artists through the wonders of NFTs. After artists in their droves complained that their songs were being distributed against their wishes, the platform admitted th…"
196,2022-02-16T20:45:00Z,Slashdot.org,NYSE Moves Closer To NFT Trading With Trademark Application,"The New York Stock Exchange has filed an application to register the term ""NYSE"" for a marketplace for non-fungible tokens (NFTs), taking a step closer to setting up an online trading place for cryptocurrencies and NFTs. From a report: The hype around cryptoc…"
197,2022-02-16T19:28:16Z,Windows Central,NFT hype could ruin your PC — literally,"Tokens? Non-fungible threats, more like.



What you need to know


Non-fungible tokens (NFTs) are the latest cyber craze sweeping the internet.
Cybercriminals are using the hype wave as bait to lure in unsuspecting individuals.
The criminals promise NFT info…"
198,2022-02-16T18:14:32Z,Business Insider,The winning bid in Melania Trump's NFT auction appears to have come from a wallet associated with Melania Trump,Bloomberg News outlined a series of blockchain transactions linked to the purchase of the former first lady's first NFT.
199,2022-02-16T18:00:00Z,Zacks.com,DraftKings (DKNG) to Report Q4 Earnings: What's in Store?,DraftKings' (DKNG) fourth-quarter 2021 performance is likely to reflect solid demand for mobile sports betting and strength in the iGaming platform.
200,2022-02-16T16:49:38Z,Boing Boing,Someone tried to make a Magic: The Gathering NFT system and Wizards of the Coast isn't having it,"The mtgDAO whitepaper was published on January 3, 2022. The 7-page document lays out a plan to verify the scarcity and ownership of Magic: The Gathering cards using NFTs. Yes, that is an actual sentence I just wrote. But here's what they wrote about it:



In…"
201,2022-02-16T16:49:38Z,Senegalbgc.org,'Wash trading'...,"U.S. › NFTs The creators of Melania Trump NFT funded the wallet which eventually won the auction for the NFT. Melania Trump, the wife of the former president of the United States, known for her pro-crypto stance, has successfully been able to sell one of her …"
202,2022-02-16T15:53:54Z,Rolling Stone,Did Melania Trump Place the Winning Bid in Her Own NFT Auction?,"Bloomberg News reported on Wednesday that the winning bid of the former first lady's ""The Head of State Collection"" auction was placed by the creators of the auction itself"
203,2022-02-16T15:06:14Z,The Guardian,News UK explores cashing in on crypto boom with NFTs,"Sun publisher examining whether classic front pages and exclusive photos can have lucrative second lifeRupert Murdoch’s publishing arm is considering making a move into the frothy market of non-fungible tokens, or NFTs, by turning the Times and the Sun’s exte…"
204,2022-02-16T14:05:00Z,Reuters,NYSE moves closer to NFT trading with trademark application - Reuters,"The New York Stock Exchange has filed an application to register the term ""NYSE"" for a marketplace for non-fungible tokens (NFTs), taking a step closer to setting up an online trading place for cryptocurrencies and NFTs."
205,2022-02-16T14:01:21Z,Reuters,NYSE moves closer to NFT trading with trademark application - Reuters.com,"The New York Stock Exchange has filed an application to register the term ""NYSE"" for a marketplace for non-fungible tokens (NFTs), taking a step closer to setting up an online trading place for cryptocurrencies and NFTs."
206,2022-02-16T14:00:00Z,VentureBeat,Habbo utilizing Immutable X to boost NFT experience,"Habbo is using NFT Layer 2 solution Immutable X going forward with its NFT launches, aiming to achieve carbon neutral status."
207,2022-02-16T08:55:22Z,HYPEBEAST,"Micah Johnson's Popular ""Aku World"" NFT Series is Dropping Its Final Chapter","Micah Johnson's Aku NFT series is coming to a close with its ""Chapter X"" release on February 21.Johnson conjured up the young crypto-native NFT character named Aku — a boy in an astronaut helmet — last February, after overhearing a conversation where a young …"
208,2022-02-16T07:42:55Z,HYPEBEAST,Rare Live Photographs of Nirvana From 1991 To Be Sold as NFTs,"A series of rare live photos from Nirvana's early days will be sold as NFTs via Pop Legendz.The 27 never-before-seen images were shot by photographer Faith West during the band's intimate performance at J.C. Dobbs in Philadelphia, Pennsylvania on October 1, 1…"
209,2022-02-16T07:00:09Z,The Guardian,Velvet gloves to iron fists: how complicit are the wives of dictators?,"Freya Berry’s debut novel The Dictator’s Wife explores how tyrants deploy glamorous spouses to soften their image. Do they, too, have blood on their hands?“These prosecutors are rummaging in my closets, hoping to find skeletons. But all they will find are my …"
210,2022-02-16T06:26:05Z,HYPEBEAST,Snoop Dogg Is Making Death Row Records an NFT Label,"Snoop Dogg continues to make waves in both the music industry and tech industry. With his recent acquisition of Death Row Records, the rapper is showing no signs of stopping when it comes to growing the label and combining it with the NFT world. He recently h…"
211,2022-02-15T22:41:00Z,Reuters,Marrisa Wilson turns to digital spaces for first NY Fashion Week collection - Reuters,Emerging designer Marrisa Wilson made her runway debut at New York Fashion Week on Tuesday with a collection inspired by the explosion in popularity of digital spaces.
212,2022-02-15T21:55:01Z,Rock Paper Shotgun,"Team17 CEO says ""action will be taken"" to address last week's allegations","Team17 CEO Michael Pattison has addressed allegations by staff that the company underpays and overworks staff, and failed to address HR complaints. In a company-wide meeting held last Friday, details of which were shared with Eurogamer, Pattison said that ""ac…"
213,2022-02-15T20:38:20Z,Cool Hunting,"Interview: Artist Craig Redman, Creator of Dour Darcels","The NYC-based artist is taking his beloved creation into web3 In January 2022, the sales figures from the NFT pioneer Bored Ape Yacht Club and their complementary collection, Mutant Ape Yacht Club, saw record-setting sales figures eclipse long-standing arts i…"
214,2022-02-15T20:20:42Z,Yanko Design,Alphabet Project will make you want to buy all the letters to add to your NFT collection,Alphabet Project will make you want to buy all the letters to add to your NFT collectionNFT is a term loosely used these days. You have probably heard of it but don’t fully understand. Some of you may have already invested...
215,2022-02-15T20:08:12Z,Business Insider,FTX's Amy Wu says crypto could enhance gaming experiences and urges developers to 'respect' fans' voices,"Amy Wu, head of FTX Ventures Fund, told Decrypt that developers should respect their fans' voices when integrating crypto into games."
216,2022-02-15T19:30:00Z,The A.V. Club,Magic: The Gathering owners forced to explain copyright law to unofficial NFT project,"Despite practically every other commercial during the Super Bowl trying to convince us otherwise, we remain somewhat skeptical of the majority of cryptocurrency and NFT projects. By no means are we suggesting that investing in bitcoin is a wholly worthless en…"
217,2022-02-15T17:16:16Z,Business Insider,"Anime NFTs called Azukis are seeing $300 million in sales volume, overtaking Bored Apes and CryptoPunks","A single Azuki now sells for at least $43,000, with the most expensive ones selling for around $500,000."
218,2022-02-15T17:13:22Z,Business Insider,"FTX.US boss predicts ethereum and altcoins will eat away at bitcoin's market dominance, thanks to their proof-of-stake system","""Over time, we're just going to see less and less of the total market share come from just one asset, from bitcoin alone,"" FTX.US' president Brett Harrison said."
219,2022-02-15T17:00:02Z,Windows Central,Here's why NFTs may be the next era of licensing technology,"If you right-click an NFT, is it still an NFT?



Non-fungible tokens. NFTs. What are they? Tokens that represent digital ownership. Proof that you own something. But much like any piece of digital content on the internet, what stops ""ownership"" from being tr…"
220,2022-02-15T15:19:58Z,AppleInsider,"Steve Jobs and Apple auction includes rare memorabilia, autographs, computers","A new auction with 41 Apple-dedicated lots has opened with everything from an autographed Apple II to various Steve Jobs business cards.Apple and Steve Jobs auction has opened up for bidsThe RR Auction called ""The Steve Jobs Revolution: Engelbart, Atari, and …"
221,2022-02-15T14:00:00Z,Vice News,The Harebrained Scheme to Turn Magic: The Gathering Cards into NFTS,mtgDAO wants to make mint Magic: The Gathering cards into NFTs. Wizards of the Coast may have some issues with that.
222,2022-02-15T13:45:26Z,The Guardian,"Pushing Buttons: from the Witcher to Uncharted, these are the best (and worst) games about love","In this week’s newsletter: unlike films or music, not many games are preoccupied with romance – who gets it right?<ul><li>Don’t get Pushing Buttons delivered to your inbox? Sign up here</li></ul>Welcome to Pushing Buttons, the Guardian’s gaming newsletter. If…"
223,2022-02-15T13:00:00Z,Motley Fool,5 Terms to Know Before Buying Your First NFT,One of these terms is especially important to keep you from losing a lot of money in this space.
224,2022-02-15T12:21:22Z,The Next Web,So… how many damn cryptocurrencies are there?,"My daily routine currently looks like this: wake up, brush my teeth, eat breakfast, read about a new metaverse or NFT project, get confused, question life choices, sleep, repeat. With all the chatter around hyped web3 projects everywhere you look — from metav…"
225,2022-02-15T10:02:00Z,MarketWatch,"Kelley Blue Book: What is the Alfa Romeo Tonale, and why does it come with a non-fungible token?",This could be Alfa Romeo's contender in the smaller SUV space. But what's with the NFT?
226,2022-02-15T09:15:00Z,Techmeme.com,A look at the self-righteous anger in the Web3 community over the identification of the founders of the Bored Ape Yacht Club NFT collection (Maxwell Strachan/VICE),"Maxwell Strachan / VICE:
A look at the self-righteous anger in the Web3 community over the identification of the founders of the Bored Ape Yacht Club NFT collection  —  The self-righteous anger over the identification of the founders of a popular NFT club say…"
227,2022-02-14T21:03:00Z,Gizmodo.com,You Can Now Visit Websites Using Only Emojis ,"Opera's web browser now supports emoji-only URLs, which doesn't sound that useful."
228,2022-02-14T20:50:14Z,9to5Mac,"Opera for Mac now supports emoji-only websites, because that’s a thing now apparently","Are emoji-only web addresses the new way to browse the web? Today, web browser company Opera and Yat, a company that sells URLs with strings of emoji in them, announced their partnership to bring more visibility to creative users on the internet.
 more…
The p…"
229,2022-02-14T20:00:32Z,Small Business Trends,What is an NFT?,"What is an NFT? Find out everything you need to know about NFTs so you can start creating, selling, and investing in these popular tokens."
230,2022-02-14T19:03:00Z,Dpreview.com,NFT marketplace Cent temporarily halts most trading due to 'widespread fraud',"<table>

<tr>
<td></td>
</tr>
<tr>
<td>Cent's logo.</td>
</tr>


</table>
Cent, a non-fungible token (NFT) marketplace known for selling an NFT of the first tweet from former Twitter CEO Jack Dorsey for the equivalent of $2.9 million USD, has announced it is…"
231,2022-02-14T18:50:55Z,Vice News,"Robinhood Told Me to Buy My Girlfriend Bitcoin for Valentine's Day, So I Did","""It's not too late to give the gift of crypto to someone special."""
232,2022-02-14T17:10:09Z,Wired,Don’t let Reese Witherspoon make you crazy,Feeling bombarded with ads for cryptocurrency and the metaverse? You're not alone.
233,2022-02-14T14:10:15Z,Engadget,UK authorities seize NFTSs over $1.9 million in suspected tax fraud,"The non-fungible token market is full of shady dealings, and British authorities hope to clean them up. BBC Newsreports HM Revenue and Customs has seized three NFTs as part of investigation into potential tax fraud. The suspects allegedly used 250 fake compan…"
234,2022-02-14T13:30:00Z,Entrepreneur,"Web 3.0 Is Coming, and Here's What That Really Means for You","While there are still serious issues to be solved in the building of the blockchain-based future of the internet, you've got to begin dipping your toes in it, and you've got to do it now."
235,2022-02-14T12:20:04Z,Techmeme.com,"UK's HMRC tax authority seizes three NFTs in a £1.4M fraud case involving 250 alleged fake companies, the first UK law enforcement agency to seize an NFT (BBC)","BBC:
UK's HMRC tax authority seizes three NFTs in a £1.4M fraud case involving 250 alleged fake companies, the first UK law enforcement agency to seize an NFT  —  The UK tax authority has seized three Non-Fungible Tokens (NFT) as part of a probe into a suspec…"
236,2022-02-14T11:49:35Z,The Guardian,HMRC seizes NFTs for first time amid fraud inquiry,Move is part of an investigation into suspected VAT fraud scheme involving 250 fake companiesThe UK tax department has seized three non-fungible tokens (NFTs) as part of an investigation into a suspected VAT fraud scheme involving 250 fake companies.HM Revenu…
237,2022-02-14T11:18:53Z,Business Insider,10 things before the opening bell,"Retail investors are less involved in the market compared to a year ago, Gary Vaynerchuk's NFT forecast, and tips from a 25-year market mentor."
238,2022-02-14T04:16:00Z,Substack.com,A Look at Low-Risk Ways to Learn Crypto,What does ‘Minimum Viable Experience’ Look Like in Web3?
239,2022-02-14T02:34:00Z,Slashdot.org,This Year's Super Bowl Broadcast May Seem 'Crypto-Happy'. But the NFL Isn't,"During today's telecast of the Super Bowl, 100 million Americans will see at least three commercials promoting cryptocurrency, reports the Washington Post, ""and though Tom Brady may be gone from the game, he hovers over it, hawking crypto exchange FTX."" 

""Ye…"
